AIYR;AFDR;Receive (Join);1
AIYR;AIYL;GapJunction;1
AIYR;AIZR;Send;8
AIYR;ASEL;Receive;5
AIYR;ASEL;Receive (Join);1
AIYR;ASER;Receive;4
AIYR;ASER;Receive (Join);10
AIYR;ASGR;Receive;1
AIYR;AUAR;Receive (Join);1
AIYR;AWAR;Receive (Join);2
AIYR;AWAR;Send;1
AIYR;AWCR;Receive;3
AIYR;AWCR;Receive (Join);6
AIYR;HSNL;Send;1
AIYR;RIAR;Send;6
AIYR;RIBR;Send;2
AIYR;RIMR;GapJunction;1
AIZL;ADFL;Receive;5
AIZL;ADFL;Receive (Join);7
AIZL;AIAL;Receive (Join);1
AIZL;AIAL;Send;3
AIZL;AIBL;Send;2
AIZL;AIBL;Send;2
AIZL;AIBR;Send;2
AIZL;AIBR;Send;6
AIZL;AIYL;Receive;3
AIZL;AIYL;Receive (Join);10
AIZL;AIZR;GapJunction;2
AIZL;ASEL;Send;1
AIZL;ASGL;GapJunction;1
AIZL;ASHL;GapJunction;1
AIZL;ASIL;Receive (Join);1
AIZL;AVER;Send;5
AIZL;AWAL;Receive;3
AIZL;AWAL;Receive (Join);7
AIZL;AWBL;Receive;3
AIZL;AWBL;Receive (Join);6
AIZL;DVA;Receive (Join);3
AIZL;DVA;Send;1
AIZL;HSNL;Receive (Join);2
AIZL;HSNR;Receive (Join);1
AIZL;RIAL;Send;3
AIZL;RIAL;Send;5
AIZL;RIGL;Send;1
AIZL;RIH;Receive (Join);4
AIZL;RIML;Send;4
AIZL;RIR;Receive;3
AIZL;RIR;Receive (Join);3
AIZL;SMBDL;Send;1
AIZL;SMBDL;Send;8
AIZL;SMBVL;Send;7
AIZL;VB2;Send;1
AIZR;ADFR;Receive;3
AIZR;ADFR;Receive (Join);5
AIZR;AIAR;Receive (Join);1
AIZR;AIAR;Send;1
AIZR;AIBL;Send;1
AIZR;AIBL;Send;7
AIZR;AIBR;Send;1
AIZR;AIYR;Receive (Join);8
AIZR;AIZL;GapJunction;2
AIZR;ASGR;GapJunction;1
AIZR;ASHR;GapJunction;1
AIZR;AVEL;Send;4
AIZR;AVER;Send;1
AIZR;AVER;Send;1
AIZR;AWAR;Receive;2
AIZR;AWAR;Receive (Join);5
AIZR;AWAR;GapJunction;1
AIZR;AWBR;Receive;1
AIZR;AWBR;Receive (Join);3
AIZR;DVA;Send;1
AIZR;DVA;Send;1
AIZR;HSNL;Receive (Join);1
AIZR;HSNR;Receive (Join);1
AIZR;RIAR;Send;4
AIZR;RIAR;Send;3
AIZR;RIBR;Receive;1
